,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Air temperature [F],Process temperature [F],Power consumption [W],Temperature difference [F],Temperature ratio,Failure
5168,H,0.3073341094295693,0.3543956043956044,0.2569169960474308,0,No Failure,0.9565217391304373,0.9506172839506135,0.10891785746267703,0.005904455179823742,1.0062111801242302,0
5169,L,0.17578579743888245,0.49587912087912084,0.27667984189723316,0,No Failure,0.9565217391304373,0.9382716049382722,0.08716850669702825,0.018250134192165035,1.0194508009153338,0
5170,M,0.1816065192083819,0.4752747252747253,0.2845849802371541,0,No Failure,0.9565217391304373,0.9382716049382722,0.08631298852486283,0.018250134192165035,1.0194508009153338,0
5171,M,0.09371362048894072,0.6964285714285714,0.2964426877470355,0,No Failure,0.9673913043478253,0.9506172839506135,0.06526484284051229,0.016774020397211764,1.0176453980801838,0
5172,L,0.3329452852153668,0.33516483516483514,0.308300395256917,0,No Failure,0.9673913043478253,0.9506172839506135,0.11159155163811744,0.016774020397211764,1.0176453980801838,0
5173,M,0.33236321303841676,0.3337912087912088,0.3162055335968379,0,No Failure,0.9673913043478253,0.9629629629629619,0.1109399186378232,0.004428341384863366,1.0045986622073582,0
5174,M,0.12922002328288718,0.6043956043956044,0.32806324110671936,0,No Failure,0.9673913043478253,0.9629629629629619,0.07810001407207466,0.004428341384863366,1.0045986622073582,0
5175,L,0.3329452852153668,0.2733516483516484,0.33992094861660077,0,No Failure,0.9673913043478253,0.9506172839506135,0.09101114252453023,0.016774020397211764,1.0176453980801838,0
5176,M,0.39348079161816074,0.3200549450549451,0.34782608695652173,0,No Failure,0.9456521739130439,0.9382716049382722,0.12593547314152673,0.007380568974771684,1.007866132723112,0
5177,H,0.1280558789289873,0.6785714285714286,0.35968379446640314,0,No Failure,0.9456521739130439,0.9135802469135825,0.08689506070181281,0.032071926999461375,1.0351057579318428,0
5178,H,0.2031431897555297,0.5398351648351648,0.3794466403162055,0,No Failure,0.9456521739130439,0.9259259259259238,0.10966383732681753,0.019726247987120082,1.0213043478260897,0
5179,M,0.1641443538998837,0.5357142857142856,0.3992094861660079,0,No Failure,0.9456521739130439,0.9135802469135825,0.08793447530350909,0.032071926999461375,1.0351057579318428,0
5180,L,0.24214202561117582,0.4793956043956044,0.4110671936758893,0,No Failure,0.9456521739130439,0.9259259259259238,0.11608182271744555,0.019726247987120082,1.0213043478260897,0
5181,L,0.32130384167636794,0.34203296703296704,0.41897233201581024,0,No Failure,0.9456521739130439,0.9135802469135825,0.10989650628765882,0.032071926999461375,1.0351057579318428,0
5182,L,0.2433061699650757,0.385989010989011,0.4268774703557312,0,No Failure,0.9347826086956497,0.9135802469135825,0.09391350791234379,0.021202361782067136,1.0232079905992897,0
5183,M,0.4266589057043074,0.2568681318681319,0.43478260869565216,0,No Failure,0.9347826086956497,0.9012345679012341,0.10959507605316689,0.033548040794415535,1.0372245384157213,0
5184,L,0.13329452852153667,0.5302197802197801,0.44664031620553357,0,No Failure,0.9456521739130439,0.9012345679012341,0.07067539561718839,0.044417606011809774,1.0492852888624191,0
5185,L,0.49126891734575084,0.23763736263736268,0.45454545454545453,0,No Failure,0.9456521739130439,0.9012345679012341,0.11674384986375674,0.044417606011809774,1.0492852888624191,0
5186,L,0.6903376018626309,0.15384615384615385,0.4624505928853755,0,No Failure,0.9456521739130439,0.9012345679012341,0.10620578490194323,0.044417606011809774,1.0492852888624191,0
5187,L,0.2793946449359721,0.43818681318681324,0.4703557312252964,0,No Failure,0.9456521739130439,0.9135802469135825,0.12242704908595482,0.032071926999461375,1.0351057579318428,0
5188,L,0.270081490104773,0.36813186813186816,0.47826086956521735,0,No Failure,0.9456521739130439,0.9259259259259238,0.09942560350010875,0.019726247987120082,1.0213043478260897,0
5189,M,0.15075669383003498,0.5920329670329669,0.4861660079051383,0,No Failure,0.9565217391304373,0.9259259259259238,0.08925293274827618,0.030595813204513433,1.0330434782608746,0
5190,L,0.16530849825378346,0.6071428571428571,0.4980237154150197,0,No Failure,0.9565217391304373,0.9259259259259238,0.1003658739397971,0.030595813204513433,1.0330434782608746,0
5191,L,0.1443538998835856,0.5796703296703296,0.5059288537549407,0,No Failure,0.9456521739130439,0.9259259259259238,0.08367767273471582,0.019726247987120082,1.0213043478260897,0
5192,L,0.08265424912689179,0.8118131868131867,0.5138339920948616,0,No Failure,0.9347826086956497,0.9135802469135825,0.06709980938735308,0.021202361782067136,1.0232079905992897,0
5193,H,0.13969732246798605,0.49450549450549447,0.5217391304347826,0,No Failure,0.9456521739130439,0.9135802469135825,0.06908109352812497,0.032071926999461375,1.0351057579318428,0
5194,M,0.291036088474971,0.42032967032967034,0.541501976284585,0,No Failure,0.9347826086956497,0.9135802469135825,0.12233110312272132,0.021202361782067136,1.0232079905992897,0
5195,L,0.22293364377182778,0.4532967032967033,0.5533596837944663,0,No Failure,0.9347826086956497,0.9012345679012341,0.10105508577569117,0.033548040794415535,1.0372245384157213,0
5196,H,0.2031431897555297,0.44230769230769235,0.5612648221343873,0,No Failure,0.9347826086956497,0.9012345679012341,0.08985179546879199,0.033548040794415535,1.0372245384157213,0
5197,H,0.2339930151338766,0.43956043956043955,0.5810276679841897,0,No Failure,0.9239130434782625,0.8888888888888848,0.10285407258631939,0.03502415458937769,1.0394021739130501,0
5198,L,0.15133876600698493,0.6799450549450549,0.6007905138339921,0,No Failure,0.9239130434782625,0.8765432098765435,0.10290204556793617,0.04736983360171898,1.0540416411512568,0
5199,L,0.1949941792782306,0.4972527472527473,0.608695652173913,0,No Failure,0.9239130434782625,0.8765432098765435,0.0969613913443949,0.04736983360171898,1.0540416411512568,0
5200,L,0.1443538998835856,0.7541208791208791,0.616600790513834,0,No Failure,0.9239130434782625,0.8765432098765435,0.10886028988473694,0.04736983360171898,1.0540416411512568,0
5201,M,0.13271245634458673,0.5975274725274724,0.6245059288537549,0,No Failure,0.9130434782608692,0.864197530864196,0.07929933861249343,0.04884594739667314,1.0565217391304362,0
5202,L,0.09720605355064038,0.6497252747252747,0.6363636363636364,0,No Failure,0.9130434782608692,0.864197530864196,0.06315722984814959,0.04884594739667314,1.0565217391304362,0
5203,M,0.2927823050058208,0.3667582417582418,0.6442687747035573,0,No Failure,0.9130434782608692,0.8518518518518539,0.10738032340186011,0.06119162640901532,1.0718336483931916,0
5204,L,0.47788125727590225,0.2554945054945055,0.6561264822134387,0,No Failure,0.9130434782608692,0.864197530864196,0.1220960355127992,0.04884594739667314,1.0565217391304362,0
5205,L,0.17462165308498256,0.5425824175824175,0.6640316205533596,0,No Failure,0.9130434782608692,0.864197530864196,0.09474663869308805,0.04884594739667314,1.0565217391304362,0
5206,H,0.31606519208381845,0.326923076923077,0.6719367588932806,0,No Failure,0.9130434782608692,0.8518518518518539,0.10332900510432529,0.06119162640901532,1.0718336483931916,0
5207,M,0.18626309662398144,0.5151098901098901,0.691699604743083,0,No Failure,0.9239130434782625,0.864197530864196,0.09594596323350692,0.05971551261406649,1.0690993788819914,0
5208,L,0.2887077997671712,0.3502747252747253,0.7035573122529644,0,No Failure,0.9239130434782625,0.864197530864196,0.10112704524811629,0.05971551261406649,1.0690993788819914,0
5209,M,0.19732246798603037,0.4766483516483517,0.7114624505928854,0,No Failure,0.9239130434782625,0.864197530864196,0.09405342910872602,0.05971551261406649,1.0690993788819914,0
5210,L,0.17345750873108268,0.5315934065934066,0.7233201581027667,0,No Failure,0.9130434782608692,0.8518518518518539,0.09220886796556181,0.06119162640901532,1.0718336483931916,0
5211,L,0.15424912689173464,0.6840659340659341,0.7312252964426877,0,No Failure,0.9130434782608692,0.8395061728395055,0.10551657306604925,0.07353730542136372,1.0875959079283892,0
5212,L,0.13329452852153667,0.5755494505494505,0.7391304347826086,0,No Failure,0.9130434782608692,0.8395061728395055,0.07671759265181849,0.07353730542136372,1.0875959079283892,0
5213,M,0.15192083818393487,0.5425824175824175,0.7470355731225296,0,No Failure,0.9130434782608692,0.8518518518518539,0.08242957566298663,0.06119162640901532,1.0718336483931916,0
5214,L,0.2351571594877765,0.4587912087912089,0.758893280632411,0,No Failure,0.9130434782608692,0.864197530864196,0.10788803745730408,0.04884594739667314,1.0565217391304362,0
5215,M,0.21187427240977885,0.5343406593406593,0.7667984189723319,0,No Failure,0.9130434782608692,0.864197530864196,0.1132130384167637,0.04884594739667314,1.0565217391304362,0
5216,M,0.08614668218859145,0.6593406593406592,0.7786561264822134,0,No Failure,0.9130434782608692,0.864197530864196,0.05680001023423611,0.04884594739667314,1.0565217391304362,0
5217,M,0.14668218859138538,0.6057692307692307,0.7905138339920948,0,No Failure,0.9239130434782625,0.8765432098765435,0.08885555655055075,0.04736983360171898,1.0540416411512568,0
5218,L,0.24505238649592553,0.4587912087912089,0.8023715415019762,0,No Failure,0.9239130434782625,0.8888888888888848,0.11242788061763619,0.03502415458937769,1.0394021739130501,0
5219,L,0.11466821885913858,0.7706043956043955,0.8102766798418972,1,Overstrain Failure,0.9239130434782625,0.9012345679012341,0.08836383348897904,0.0226784755770284,1.0251637879690316,1
5220,L,0.27066356228172295,0.3997252747252747,0.8181818181818181,0,No Failure,0.9239130434782625,0.9012345679012341,0.1081910667911832,0.0226784755770284,1.0251637879690316,0
5221,L,0.26658905704307334,0.3791208791208791,0.826086956521739,0,No Failure,0.9347826086956497,0.9012345679012341,0.10106947767017616,0.033548040794415535,1.0372245384157213,0
5222,L,0.28928987194412115,0.3543956043956044,0.0,0,No Failure,0.9347826086956497,0.9135802469135825,0.10252305901316382,0.021202361782067136,1.0232079905992897,0
5223,M,0.10593713620488943,0.5961538461538461,0.007905138339920948,0,No Failure,0.9347826086956497,0.9259259259259238,0.0631548311990687,0.008856682769725843,1.009565217391304,0
5224,L,0.24563445867287548,0.385989010989011,0.01976284584980237,0,No Failure,0.9347826086956497,0.9259259259259238,0.0948122017679643,0.008856682769725843,1.009565217391304,0
5225,M,0.15657741559953442,0.6881868131868131,0.02766798418972332,0,No Failure,0.9456521739130439,0.9259259259259238,0.10775451265847079,0.019726247987120082,1.0213043478260897,0
5226,L,0.13678696158323633,0.6112637362637362,0.03952569169960474,0,No Failure,0.9347826086956497,0.9012345679012341,0.0836129092095332,0.033548040794415535,1.0372245384157213,0
5227,L,0.15832363213038425,0.5123626373626373,0.04743083003952569,0,No Failure,0.9347826086956497,0.9135802469135825,0.08111911371515566,0.021202361782067136,1.0232079905992897,0
5228,M,0.10186263096623982,0.7912087912087912,0.05533596837944664,0,No Failure,0.9347826086956497,0.9135802469135825,0.08059460911614579,0.021202361782067136,1.0232079905992897,0
5229,H,0.3620488940628638,0.31456043956043955,0.06719367588932806,0,No Failure,0.9347826086956497,0.9135802469135825,0.11388625925878544,0.021202361782067136,1.0232079905992897,0
5230,M,0.5523864959254948,0.20329670329670335,0.08695652173913043,0,No Failure,0.9239130434782625,0.9135802469135825,0.11229835356727096,0.010332796564680002,1.0113102232667444,0
5231,L,0.16880093131548313,0.5274725274725275,0.09881422924901186,0,No Failure,0.9239130434782625,0.9135802469135825,0.08903785388069439,0.010332796564680002,1.0113102232667444,0
5232,L,0.12398137369033768,0.7417582417582417,0.1067193675889328,0,No Failure,0.9021739130434812,0.8888888888888848,0.09196420575931641,0.013285024154596314,1.0149456521739209,0
5233,L,0.1641443538998837,0.5700549450549449,0.11462450592885375,0,No Failure,0.9021739130434812,0.8888888888888848,0.09357130064347763,0.013285024154596314,1.0149456521739209,0
5234,L,0.17054714784633296,0.635989010989011,0.12252964426877469,0,No Failure,0.9130434782608692,0.8888888888888848,0.10846611188578592,0.024154589371984336,1.0271739130434825,0
5235,M,0.19965075669383003,0.510989010989011,0.13043478260869565,0,No Failure,0.9130434782608692,0.8888888888888848,0.10201934270618787,0.024154589371984336,1.0271739130434825,0
5236,L,0.13154831199068684,0.5714285714285714,0.14229249011857706,0,No Failure,0.9239130434782625,0.9135802469135825,0.0751704639946782,0.010332796564680002,1.0113102232667444,0
5237,L,0.19266589057043082,0.5288461538461537,0.15019762845849802,0,No Failure,0.9239130434782625,0.9012345679012341,0.10189061520551627,0.0226784755770284,1.0251637879690316,0
5238,L,0.16821885913853318,0.5535714285714285,0.15810276679841895,0,No Failure,0.9130434782608692,0.9012345679012341,0.09312115416597372,0.01180891035963505,1.0131030375223349,0
5239,L,0.340512223515716,0.34615384615384615,0.1660079051383399,0,No Failure,0.9130434782608692,0.9012345679012341,0.11786961583236322,0.01180891035963505,1.0131030375223349,0
5240,L,0.3061699650756694,0.3324175824175824,0.17391304347826086,0,No Failure,0.9130434782608692,0.9012345679012341,0.10177627959932967,0.01180891035963505,1.0131030375223349,0
5241,L,0.29976717112922,0.3379120879120879,0.1818181818181818,0,No Failure,0.9130434782608692,0.9135802469135825,0.10129495068377489,-0.0005367686527133486,0.9994124559341921,0
5242,L,0.190919674039581,0.5989010989010989,0.18972332015810275,0,No Failure,0.9130434782608692,0.9135802469135825,0.11434200258414466,-0.0005367686527133486,0.9994124559341921,0
5243,L,0.3218859138533178,0.4258241758241758,0.1976284584980237,0,No Failure,0.9130434782608692,0.9135802469135825,0.13706680397600068,-0.0005367686527133486,0.9994124559341921,0
5244,L,0.2473806752037253,0.3818681318681319,0.20553359683794464,0,No Failure,0.9021739130434812,0.9012345679012341,0.09446679630032369,0.0009393451422470278,1.001042287075644,0
5245,L,0.23690337601862632,0.4739010989010988,0.2134387351778656,0,No Failure,0.9021739130434812,0.9012345679012341,0.11226877022860723,0.0009393451422470278,1.001042287075644,0
5246,L,0.17287543655413273,0.510989010989011,0.22134387351778656,0,No Failure,0.8913043478260869,0.9012345679012341,0.0883374483490898,-0.009930220075147211,0.9889815366289463,0
5247,L,0.13795110593713622,0.4739010989010988,0.2292490118577075,0,No Failure,0.9021739130434812,0.9135802469135825,0.06537518069823076,-0.01140633387010137,0.9875146886016458,0
5248,M,0.42724097788125726,0.24450549450549453,0.23715415019762845,0,No Failure,0.8913043478260869,0.9012345679012341,0.10446276656986786,-0.009930220075147211,0.9889815366289463,0
5249,M,0.14784633294528526,0.49587912087912084,0.24901185770750986,0,No Failure,0.8804347826086936,0.8888888888888848,0.07331390960610985,-0.008454106280191276,0.9904891304347848,0
5250,L,0.09545983701979055,0.6744505494505494,0.2608695652173913,0,No Failure,0.8913043478260869,0.8888888888888848,0.06438293952845763,0.002415458937202075,1.0027173913043523,0
5251,M,0.08090803259604196,0.6936813186813185,0.26877470355731226,0,No Failure,0.8804347826086936,0.8888888888888848,0.05612439074313349,-0.008454106280191276,0.9904891304347848,0
5252,L,0.08963911525029111,0.7651098901098901,0.28063241106719367,0,No Failure,0.8913043478260869,0.9012345679012341,0.068583773618698,-0.009930220075147211,0.9889815366289463,0
5253,L,0.220605355064028,0.5013736263736263,0.2885375494071146,0,No Failure,0.8913043478260869,0.9012345679012341,0.11060570686589313,-0.009930220075147211,0.9889815366289463,0
5254,L,0.42433061699650765,0.271978021978022,0.2964426877470355,0,No Failure,0.8913043478260869,0.9135802469135825,0.1154086018754238,-0.02227589908749561,0.9756169212690927,0
5255,M,0.13678696158323633,0.6607142857142857,0.3043478260869565,0,No Failure,0.8913043478260869,0.9012345679012341,0.09037709961749543,-0.009930220075147211,0.9889815366289463,0
5256,L,0.130966239813737,0.6565934065934066,0.3162055335968379,0,No Failure,0.8913043478260869,0.9012345679012341,0.08599156954803061,-0.009930220075147211,0.9889815366289463,0
5257,L,0.18277066356228178,0.4766483516483517,0.32411067193675885,0,No Failure,0.8913043478260869,0.9012345679012341,0.08711733551663706,-0.009930220075147211,0.9889815366289463,0
5258,M,0.2351571594877765,0.5618131868131868,0.3320158102766798,0,No Failure,0.8913043478260869,0.8888888888888848,0.13211439317376453,0.002415458937202075,1.0027173913043523,0
5259,L,0.21885913853317818,0.45467032967032966,0.3438735177865612,0,No Failure,0.8913043478260869,0.8888888888888848,0.09950875666824448,0.002415458937202075,1.0027173913043523,0
5260,M,0.18859138533178121,0.581043956043956,0.3517786561264822,0,No Failure,0.8913043478260869,0.9012345679012341,0.10957988460898825,-0.009930220075147211,0.9889815366289463,0
5261,L,0.20081490104772992,0.43956043956043955,0.3636363636363636,0,No Failure,0.8804347826086936,0.8765432098765435,0.08827028617482634,0.003891572732150017,1.0044396815676642,0
5262,L,0.16356228172293374,0.5508241758241758,0.37154150197628455,0,No Failure,0.8804347826086936,0.8765432098765435,0.09009405902595663,0.003891572732150017,1.0044396815676642,0
5263,L,0.4126891734575088,0.25412087912087916,0.3794466403162055,0,No Failure,0.8913043478260869,0.8765432098765435,0.10487293556269112,0.014761137949543368,1.0168401714635635,0
5264,L,0.12107101280558796,0.6813186813186812,0.38735177865612647,0,No Failure,0.8804347826086936,0.8765432098765435,0.08248794279062036,0.003891572732150017,1.0044396815676642,0
5265,M,0.41618160651920844,0.2678571428571429,0.3952569169960474,0,No Failure,0.8913043478260869,0.8888888888888848,0.11147721603193085,0.002415458937202075,1.0027173913043523,0
5266,M,0.20372526193247964,0.4793956043956044,0.40711462450592883,0,No Failure,0.8804347826086936,0.8765432098765435,0.0976649950747739,0.003891572732150017,1.0044396815676642,0
5267,M,0.15715948777648436,0.5357142857142856,0.41897233201581024,0,No Failure,0.8913043478260869,0.8888888888888848,0.08419258273740232,0.002415458937202075,1.0027173913043523,0
5268,L,0.12863795110593723,0.6909340659340659,0.43083003952569165,0,No Failure,0.8804347826086936,0.8888888888888848,0.08888034259105278,-0.008454106280191276,0.9904891304347848,0
5269,L,0.19557625145518054,0.5631868131868131,0.4387351778656126,0,No Failure,0.8913043478260869,0.8888888888888848,0.11014596579206594,0.002415458937202075,1.0027173913043523,0
5270,L,0.06228172293364387,0.8324175824175825,0.44664031620553357,0,No Failure,0.8913043478260869,0.8888888888888848,0.05184440123322553,0.002415458937202075,1.0027173913043523,0
5271,L,0.21303841676367874,0.4931318681318682,0.45454545454545453,0,No Failure,0.9021739130434812,0.9012345679012341,0.10505603244252841,0.0009393451422470278,1.001042287075644,0
5272,M,0.13271245634458673,0.47252747252747257,0.4624505928853755,0,No Failure,0.9021739130434812,0.9012345679012341,0.0627102815694201,0.0009393451422470278,1.001042287075644,0
5273,L,0.13213038416763678,0.5535714285714285,0.4743083003952569,0,No Failure,0.9021739130434812,0.9135802469135825,0.07314360552137035,-0.01140633387010137,0.9875146886016458,0
5274,L,0.26135040745052396,0.37225274725274726,0.48221343873517786,0,No Failure,0.9021739130434812,0.9012345679012341,0.09728840716908241,0.0009393451422470278,1.001042287075644,0
5275,L,0.1484284051222352,0.5137362637362637,0.49011857707509876,0,No Failure,0.9130434782608692,0.9135802469135825,0.07625305427982962,-0.0005367686527133486,0.9994124559341921,0
5276,L,0.2549476135040746,0.41483516483516486,0.4980237154150197,0,No Failure,0.8913043478260869,0.9012345679012341,0.10576123527229468,-0.009930220075147211,0.9889815366289463,0
5277,L,0.1938300349243307,0.5521978021978021,0.5059288537549407,0,No Failure,0.8913043478260869,0.8888888888888848,0.10703251928513864,0.002415458937202075,1.0027173913043523,0
5278,M,0.2619324796274739,0.36538461538461536,0.5138339920948616,0,No Failure,0.8913043478260869,0.8888888888888848,0.09570609832542315,0.002415458937202075,1.0027173913043523,0
5279,L,0.20605355064027941,0.43956043956043955,0.525691699604743,0,No Failure,0.9021739130434812,0.9012345679012341,0.09057298929243052,0.0009393451422470278,1.001042287075644,0
5280,L,0.1816065192083819,0.5164835164835164,0.533596837944664,0,No Failure,0.9021739130434812,0.8888888888888848,0.09379677365707635,0.013285024154596314,1.0149456521739209,0
5281,M,0.1752037252619325,0.49587912087912084,0.541501976284585,0,No Failure,0.9130434782608692,0.9012345679012341,0.08687986925763411,0.01180891035963505,1.0131030375223349,0
5282,H,0.12398137369033768,0.6675824175824175,0.5533596837944663,0,No Failure,0.9239130434782625,0.9259259259259238,0.08276778518338476,-0.0020128824476612905,0.9978260869565257,0
5283,L,0.20779976717112925,0.5233516483516483,0.5731225296442687,0,No Failure,0.9239130434782625,0.9259259259259238,0.10875235067609922,-0.0020128824476612905,0.9978260869565257,0
5284,M,0.32828870779976727,0.3543956043956044,0.5810276679841897,0,No Failure,0.9239130434782625,0.9259259259259238,0.11634407501695049,-0.0020128824476612905,0.9978260869565257,0
5285,L,0.20663562281722936,0.49450549450549447,0.592885375494071,0,No Failure,0.9239130434782625,0.9135802469135825,0.10218245084368484,0.010332796564680002,1.0113102232667444,0
5286,L,0.14784633294528526,0.5302197802197801,0.6007905138339921,0,No Failure,0.9239130434782625,0.9135802469135825,0.07839105016054959,0.010332796564680002,1.0113102232667444,0
5287,H,0.19674039580908043,0.5920329670329669,0.608695652173913,0,No Failure,0.9239130434782625,0.9259259259259238,0.11647680026609018,-0.0020128824476612905,0.9978260869565257,0
5288,L,0.2112922002328289,0.489010989010989,0.6284584980237153,0,No Failure,0.9239130434782625,0.9259259259259238,0.10332420780616358,-0.0020128824476612905,0.9978260869565257,0
5289,M,0.19732246798603037,0.4189560439560439,0.6363636363636364,0,No Failure,0.9347826086956497,0.9382716049382722,0.08266944057107041,-0.003488996242622555,0.9962814645308892,0
5290,L,0.2083818393480792,0.5068681318681318,0.6482213438735177,0,No Failure,0.9347826086956497,0.9382716049382722,0.10562211362560607,-0.003488996242622555,0.9962814645308892,0
5291,L,0.13853317811408616,0.6634615384615384,0.6561264822134387,0,No Failure,0.9239130434782625,0.9382716049382722,0.09191143547953794,-0.014358561460009689,0.9846967963386739,0
5292,M,0.23224679860302677,0.4285714285714286,0.6640316205533596,0,No Failure,0.9347826086956497,0.9382716049382722,0.09953434225844006,-0.003488996242622555,0.9962814645308892,0
5293,M,0.1722933643771828,0.6222527472527473,0.6758893280632411,0,No Failure,0.9347826086956497,0.9506172839506135,0.10721001931712061,-0.015834675254963848,0.9833427442123107,0
5294,L,0.15948777648428414,0.6140109890109889,0.6877470355731224,0,No Failure,0.9347826086956497,0.9506172839506135,0.09792724737427885,-0.015834675254963848,0.9833427442123107,0
5295,L,0.09778812572759032,0.6043956043956044,0.6956521739130435,0,No Failure,0.9239130434782625,0.9259259259259238,0.0591027133518403,-0.0020128824476612905,0.9978260869565257,0
5296,H,0.1228172293364378,0.6373626373626373,0.7035573122529644,0,No Failure,0.9239130434782625,0.9259259259259238,0.07827911320344387,-0.0020128824476612905,0.9978260869565257,0
5297,L,0.13853317811408616,0.6153846153846153,0.7233201581027667,0,No Failure,0.9130434782608692,0.9135802469135825,0.08525118653174532,-0.0005367686527133486,0.9994124559341921,0
5298,M,0.559953434225844,0.19642857142857145,0.7312252964426877,0,No Failure,0.9130434782608692,0.9135802469135825,0.10999085315150509,-0.0005367686527133486,0.9994124559341921,0
5299,L,0.10884749708963914,0.6222527472527473,0.7430830039525691,0,No Failure,0.9130434782608692,0.9135802469135825,0.06773065409561337,-0.0005367686527133486,0.9994124559341921,0
5300,M,0.3154831199068685,0.3118131868131868,0.7509881422924901,0,No Failure,0.9239130434782625,0.9259259259259238,0.09837179700392741,-0.0020128824476612905,0.9978260869565257,0
5301,L,0.08207217694994184,0.7142857142857142,0.7628458498023715,0,No Failure,0.9239130434782625,0.9135802469135825,0.05862298353567274,0.010332796564680002,1.0113102232667444,0
5302,L,0.18800931315483127,0.4587912087912089,0.7707509881422925,0,No Failure,0.9347826086956497,0.9135802469135825,0.08625702004630997,0.021202361782067136,1.0232079905992897,0
5303,L,0.18218859138533183,0.5535714285714285,0.7786561264822134,0,No Failure,0.9347826086956497,0.9259259259259238,0.10085439880259439,0.008856682769725843,1.009565217391304,0
5304,L,0.1495925494761351,0.6249999999999999,0.7865612648221343,0,No Failure,0.9347826086956497,0.9135802469135825,0.09349534342258442,0.021202361782067136,1.0232079905992897,0
5305,H,0.2980209545983702,0.34752747252747257,0.7944664031620553,0,No Failure,0.9347826086956497,0.9259259259259238,0.10357046911179625,0.008856682769725843,1.009565217391304,0
5306,H,0.25844004656577424,0.38324175824175827,0.8142292490118577,0,No Failure,0.9456521739130439,0.9259259259259238,0.0990450178459492,0.019726247987120082,1.0213043478260897,0
5307,L,0.21071012805587896,0.4258241758241758,0.83399209486166,0,No Failure,0.9456521739130439,0.9382716049382722,0.08972546661720121,0.007380568974771684,1.007866132723112,0
5308,L,0.18218859138533183,0.532967032967033,0.8418972332015809,0,No Failure,0.9456521739130439,0.9259259259259238,0.09710051299108345,0.019726247987120082,1.0213043478260897,0
5309,M,0.14784633294528526,0.6071428571428571,0.849802371541502,1,Tool Wear Failure,0.9347826086956497,0.9259259259259238,0.08976384500249461,0.008856682769725843,1.009565217391304,1
5310,L,0.15075669383003498,0.5384615384615384,0.0,0,No Failure,0.9239130434782625,0.9012345679012341,0.08117668129309576,0.0226784755770284,1.0251637879690316,0
5311,H,0.16996507566938301,0.6318681318681317,0.007905138339920948,0,No Failure,0.9130434782608692,0.8888888888888848,0.1073955148460387,0.024154589371984336,1.0271739130434825,0
5312,L,0.410360884749709,0.27060439560439564,0.02766798418972332,0,No Failure,0.9021739130434812,0.8888888888888848,0.11104545919738006,0.013285024154596314,1.0149456521739209,0
5313,M,0.23166472642607683,0.39560439560439564,0.035573122529644265,0,No Failure,0.9130434782608692,0.8888888888888848,0.09164758408064579,0.024154589371984336,1.0271739130434825,0
5314,L,0.310244470314319,0.3708791208791209,0.04743083003952569,0,No Failure,0.9021739130434812,0.8765432098765435,0.11506319640778315,0.025630703166937607,1.029240661359464,0
5315,L,0.3154831199068685,0.32142857142857145,0.05533596837944664,0,No Failure,0.9021739130434812,0.8765432098765435,0.10140528854149346,0.025630703166937607,1.029240661359464,0
5316,M,0.3032596041909197,0.4024725274725275,0.06324110671936758,0,No Failure,0.9021739130434812,0.8765432098765435,0.12205365937903774,0.025630703166937607,1.029240661359464,0
5317,L,0.2729918509895227,0.3997252747252747,0.07509881422924901,0,No Failure,0.9021739130434812,0.864197530864196,0.10912174263454823,0.03797638217928512,1.043944099378887,0
5318,L,0.190919674039581,0.4835164835164835,0.08300395256916995,0,No Failure,0.8913043478260869,0.8518518518518539,0.09231280942573147,0.03945249597423306,1.0463137996219256,0
5319,M,0.1362048894062864,0.5934065934065934,0.0909090909090909,0,No Failure,0.8913043478260869,0.864197530864196,0.08082487942790621,0.02710681696189088,1.0313664596273309,0
5320,L,0.1135040745052387,0.5728021978021978,0.10276679841897232,0,No Failure,0.8804347826086936,0.864197530864196,0.06501538333610513,0.016237251744497527,1.0187888198757757,0
5321,M,0.23748544819557627,0.6332417582417582,0.11067193675889328,0,No Failure,0.8804347826086936,0.864197530864196,0.1503857027721987,0.016237251744497527,1.0187888198757757,0
5322,M,0.11001164144353903,0.7074175824175823,0.12252964426877469,0,No Failure,0.8804347826086936,0.864197530864196,0.0778241694277783,0.016237251744497527,1.0187888198757757,0
5323,M,0.13445867287543656,0.6126373626373626,0.13438735177865613,0,No Failure,0.8804347826086936,0.864197530864196,0.08237440673412734,0.016237251744497527,1.0187888198757757,0
5324,M,0.2083818393480792,0.3708791208791209,0.14624505928853754,0,No Failure,0.8804347826086936,0.8765432098765435,0.07728447338458981,0.003891572732150017,1.0044396815676642,0
5325,L,0.3061699650756694,0.3228021978021978,0.15810276679841895,0,No Failure,0.8913043478260869,0.864197530864196,0.09883233762744824,0.02710681696189088,1.0313664596273309,0
5326,M,0.14668218859138538,0.6222527472527473,0.1660079051383399,0,No Failure,0.8913043478260869,0.864197530864196,0.09127339482403513,0.02710681696189088,1.0313664596273309,0
5327,M,0.5518044237485448,0.17719780219780218,0.17786561264822134,0,No Failure,0.8913043478260869,0.864197530864196,0.09777853113126685,0.02710681696189088,1.0313664596273309,0
5328,M,0.13853317811408616,0.5233516483516483,0.18972332015810275,0,No Failure,0.9130434782608692,0.8888888888888848,0.07250156711739948,0.024154589371984336,1.0271739130434825,0
